state,year,quarter,entity_name,entity_type,insurance_count,insurance_amount
andaman-&-nicobar-islands,2020,2,nicobars,districts,3,565
andaman-&-nicobar-islands,2020,2,"south andaman",districts,3,795
andaman-&-nicobar-islands,2020,2,744301,pincodes,3,565
andaman-&-nicobar-islands,2020,2,744104,pincodes,2,513
andaman-&-nicobar-islands,2020,2,744101,pincodes,1,282
andaman-&-nicobar-islands,2020,3,"south andaman",districts,35,13651
andaman-&-nicobar-islands,2020,3,nicobars,districts,5,1448
andaman-&-nicobar-islands,2020,3,"north and middle andaman",districts,1,281
andaman-&-nicobar-islands,2020,3,744112,pincodes,9,3432
andaman-&-nicobar-islands,2020,3,744105,pincodes,7,3948
andaman-&-nicobar-islands,2020,3,744101,pincodes,5,2194
andaman-&-nicobar-islands,2020,3,744206,pincodes,4,1620
andaman-&-nicobar-islands,2020,3,744107,pincodes,3,1095
andaman-&-nicobar-islands,2020,3,744103,pincodes,3,947
andaman-&-nicobar-islands,2020,3,744302,pincodes,3,562
andaman-&-nicobar-islands,2020,3,744211,pincodes,2,101
andaman-&-nicobar-islands,2020,3,744301,pincodes,2,886
andaman-&-nicobar-islands,2020,3,744102,pincodes,2,314
andaman-&-nicobar-islands,2020,4,"south andaman",districts,109,137494
andaman-&-nicobar-islands,2020,4,"north and middle andaman",districts,13,17734
andaman-&-nicobar-islands,2020,4,nicobars,districts,2,2747
andaman-&-nicobar-islands,2020,4,744105,pincodes,25,25659
andaman-&-nicobar-islands,2020,4,744101,pincodes,23,29686
andaman-&-nicobar-islands,2020,4,744103,pincodes,18,24904
andaman-&-nicobar-islands,2020,4,744102,pincodes,17,25073
andaman-&-nicobar-islands,2020,4,744112,pincodes,8,10459
andaman-&-nicobar-islands,2020,4,744106,pincodes,6,4840
andaman-&-nicobar-islands,2020,4,744204,pincodes,6,11659
andaman-&-nicobar-islands,2020,4,744104,pincodes,4,10271
andaman-&-nicobar-islands,2020,4,744206,pincodes,3,100
andaman-&-nicobar-islands,2020,4,744205,pincodes,3,5235
andaman-&-nicobar-islands,2021,1,"south andaman",districts,164,167044
andaman-&-nicobar-islands,2021,1,"north and middle andaman",districts,48,63978
andaman-&-nicobar-islands,2021,1,nicobars,districts,13,13244
andaman-&-nicobar-islands,2021,1,744105,pincodes,47,53060
andaman-&-nicobar-islands,2021,1,744103,pincodes,35,39985
andaman-&-nicobar-islands,2021,1,744101,pincodes,33,24571
andaman-&-nicobar-islands,2021,1,744204,pincodes,25,29635
andaman-&-nicobar-islands,2021,1,744202,pincodes,12,17588
andaman-&-nicobar-islands,2021,1,744102,pincodes,12,14085
andaman-&-nicobar-islands,2021,1,744104,pincodes,9,7310
andaman-&-nicobar-islands,2021,1,744107,pincodes,8,9253
andaman-&-nicobar-islands,2021,1,744205,pincodes,7,11223
andaman-&-nicobar-islands,2021,1,744301,pincodes,7,6612
andaman-&-nicobar-islands,2021,2,"south andaman",districts,105,121104
andaman-&-nicobar-islands,2021,2,"north and middle andaman",districts,28,45311
andaman-&-nicobar-islands,2021,2,nicobars,districts,4,15089
andaman-&-nicobar-islands,2021,2,744103,pincodes,36,33716
andaman-&-nicobar-islands,2021,2,744101,pincodes,17,19787
andaman-&-nicobar-islands,2021,2,744105,pincodes,15,17163
andaman-&-nicobar-islands,2021,2,744102,pincodes,13,10326
andaman-&-nicobar-islands,2021,2,744204,pincodes,10,10557
andaman-&-nicobar-islands,2021,2,744107,pincodes,8,11459
andaman-&-nicobar-islands,2021,2,744202,pincodes,6,9766
andaman-&-nicobar-islands,2021,2,744104,pincodes,6,8889
andaman-&-nicobar-islands,2021,2,744205,pincodes,6,12669
andaman-&-nicobar-islands,2021,2,744210,pincodes,4,9430
andaman-&-nicobar-islands,2021,3,"south andaman",districts,182,223699
andaman-&-nicobar-islands,2021,3,"north and middle andaman",districts,33,50997
andaman-&-nicobar-islands,2021,3,nicobars,districts,15,30539
andaman-&-nicobar-islands,2021,3,744105,pincodes,70,82425
andaman-&-nicobar-islands,2021,3,744103,pincodes,44,53909
andaman-&-nicobar-islands,2021,3,744101,pincodes,26,29601
andaman-&-nicobar-islands,2021,3,744102,pincodes,14,20616
andaman-&-nicobar-islands,2021,3,744204,pincodes,13,20075
andaman-&-nicobar-islands,2021,3,744202,pincodes,11,18134
andaman-&-nicobar-islands,2021,3,744112,pincodes,11,14406
andaman-&-nicobar-islands,2021,3,744302,pincodes,8,7247
andaman-&-nicobar-islands,2021,3,744107,pincodes,6,6406
andaman-&-nicobar-islands,2021,3,744104,pincodes,6,2221
andaman-&-nicobar-islands,2021,4,"south andaman",districts,632,800758
andaman-&-nicobar-islands,2021,4,"north and middle andaman",districts,81,182061
andaman-&-nicobar-islands,2021,4,nicobars,districts,44,73561
andaman-&-nicobar-islands,2021,4,744105,pincodes,194,232344
andaman-&-nicobar-islands,2021,4,744101,pincodes,159,211326
andaman-&-nicobar-islands,2021,4,744103,pincodes,133,168668
andaman-&-nicobar-islands,2021,4,744102,pincodes,66,68931
andaman-&-nicobar-islands,2021,4,744301,pincodes,32,53658
andaman-&-nicobar-islands,2021,4,744204,pincodes,31,102213
andaman-&-nicobar-islands,2021,4,744104,pincodes,24,31069
andaman-&-nicobar-islands,2021,4,744112,pincodes,22,38599
andaman-&-nicobar-islands,2021,4,744202,pincodes,21,23016
andaman-&-nicobar-islands,2021,4,744205,pincodes,13,30437
andaman-&-nicobar-islands,2022,1,"south andaman",districts,692,982206
andaman-&-nicobar-islands,2022,1,"north and middle andaman",districts,48,85229
andaman-&-nicobar-islands,2022,1,nicobars,districts,28,63852
andaman-&-nicobar-islands,2022,1,744103,pincodes,174,226181
andaman-&-nicobar-islands,2022,1,744101,pincodes,149,204646
andaman-&-nicobar-islands,2022,1,744105,pincodes,137,218321
andaman-&-nicobar-islands,2022,1,744102,pincodes,102,147402
andaman-&-nicobar-islands,2022,1,744112,pincodes,36,39197
andaman-&-nicobar-islands,2022,1,744104,pincodes,33,35406
andaman-&-nicobar-islands,2022,1,744107,pincodes,28,36877
andaman-&-nicobar-islands,2022,1,744207,pincodes,19,50799
andaman-&-nicobar-islands,2022,1,744301,pincodes,16,33406
andaman-&-nicobar-islands,2022,1,744205,pincodes,15,29159
andaman-&-nicobar-islands,2022,2,"south andaman",districts,430,633029
andaman-&-nicobar-islands,2022,2,"north and middle andaman",districts,45,90403
andaman-&-nicobar-islands,2022,2,nicobars,districts,26,56308
andaman-&-nicobar-islands,2022,2,744103,pincodes,97,156861
andaman-&-nicobar-islands,2022,2,744101,pincodes,87,121168
andaman-&-nicobar-islands,2022,2,744105,pincodes,78,137418
andaman-&-nicobar-islands,2022,2,744102,pincodes,62,58453
andaman-&-nicobar-islands,2022,2,744104,pincodes,26,32107
andaman-&-nicobar-islands,2022,2,744107,pincodes,22,52244
andaman-&-nicobar-islands,2022,2,744211,pincodes,19,25543
andaman-&-nicobar-islands,2022,2,744112,pincodes,18,24391
andaman-&-nicobar-islands,2022,2,744301,pincodes,14,28331
andaman-&-nicobar-islands,2022,2,744202,pincodes,13,20817
andaman-&-nicobar-islands,2022,3,"south andaman",districts,535,687813
andaman-&-nicobar-islands,2022,3,"north and middle andaman",districts,70,129013
andaman-&-nicobar-islands,2022,3,nicobars,districts,38,85640
andaman-&-nicobar-islands,2022,3,744103,pincodes,151,198569
andaman-&-nicobar-islands,2022,3,744101,pincodes,119,151539
andaman-&-nicobar-islands,2022,3,744105,pincodes,101,106324
andaman-&-nicobar-islands,2022,3,744102,pincodes,76,102757
andaman-&-nicobar-islands,2022,3,744104,pincodes,31,35790
andaman-&-nicobar-islands,2022,3,744301,pincodes,27,67604
andaman-&-nicobar-islands,2022,3,744202,pincodes,27,53016
andaman-&-nicobar-islands,2022,3,744205,pincodes,17,34250
andaman-&-nicobar-islands,2022,3,744107,pincodes,16,29251
andaman-&-nicobar-islands,2022,3,744204,pincodes,11,17184
andaman-&-nicobar-islands,2022,4,"south andaman",districts,750,1114857
andaman-&-nicobar-islands,2022,4,"north and middle andaman",districts,112,224198
andaman-&-nicobar-islands,2022,4,nicobars,districts,39,102155
andaman-&-nicobar-islands,2022,4,744103,pincodes,199,299036
andaman-&-nicobar-islands,2022,4,744105,pincodes,166,253344
andaman-&-nicobar-islands,2022,4,744101,pincodes,146,163498
andaman-&-nicobar-islands,2022,4,744102,pincodes,80,98862
andaman-&-nicobar-islands,2022,4,744202,pincodes,43,68397
andaman-&-nicobar-islands,2022,4,744107,pincodes,38,73829
andaman-&-nicobar-islands,2022,4,744104,pincodes,31,55827
andaman-&-nicobar-islands,2022,4,744205,pincodes,27,56611
andaman-&-nicobar-islands,2022,4,744211,pincodes,27,59500
andaman-&-nicobar-islands,2022,4,744112,pincodes,25,42024
andaman-&-nicobar-islands,2023,1,"south andaman",districts,872,1172083
andaman-&-nicobar-islands,2023,1,"north and middle andaman",districts,85,178969
andaman-&-nicobar-islands,2023,1,nicobars,districts,47,88146
andaman-&-nicobar-islands,2023,1,744103,pincodes,236,286594
andaman-&-nicobar-islands,2023,1,744101,pincodes,206,233281
andaman-&-nicobar-islands,2023,1,744105,pincodes,164,256300
andaman-&-nicobar-islands,2023,1,744102,pincodes,117,134841
andaman-&-nicobar-islands,2023,1,744107,pincodes,30,54849
andaman-&-nicobar-islands,2023,1,744301,pincodes,30,58745
andaman-&-nicobar-islands,2023,1,744112,pincodes,29,49945
andaman-&-nicobar-islands,2023,1,744202,pincodes,29,64193
andaman-&-nicobar-islands,2023,1,744205,pincodes,27,40580
andaman-&-nicobar-islands,2023,1,744211,pincodes,24,29149
andaman-&-nicobar-islands,2023,2,"south andaman",districts,670,1060976
andaman-&-nicobar-islands,2023,2,"north and middle andaman",districts,56,109742
andaman-&-nicobar-islands,2023,2,nicobars,districts,42,62677
andaman-&-nicobar-islands,2023,2,744103,pincodes,171,341853
andaman-&-nicobar-islands,2023,2,744105,pincodes,166,255069
andaman-&-nicobar-islands,2023,2,744101,pincodes,134,189989
andaman-&-nicobar-islands,2023,2,744102,pincodes,82,101875
andaman-&-nicobar-islands,2023,2,744104,pincodes,27,34345
andaman-&-nicobar-islands,2023,2,744301,pincodes,25,41299
andaman-&-nicobar-islands,2023,2,744207,pincodes,22,43459
andaman-&-nicobar-islands,2023,2,744112,pincodes,21,20427
andaman-&-nicobar-islands,2023,2,744107,pincodes,20,24693
andaman-&-nicobar-islands,2023,2,744205,pincodes,17,31404
andaman-&-nicobar-islands,2023,3,"south andaman",districts,682,1052324
andaman-&-nicobar-islands,2023,3,"north and middle andaman",districts,77,133536
andaman-&-nicobar-islands,2023,3,nicobars,districts,36,65285
andaman-&-nicobar-islands,2023,3,744103,pincodes,191,306744
andaman-&-nicobar-islands,2023,3,744105,pincodes,147,212575
andaman-&-nicobar-islands,2023,3,744101,pincodes,143,213581
andaman-&-nicobar-islands,2023,3,744102,pincodes,100,120875
andaman-&-nicobar-islands,2023,3,744202,pincodes,35,60750
andaman-&-nicobar-islands,2023,3,744104,pincodes,30,50544
andaman-&-nicobar-islands,2023,3,744112,pincodes,26,46075
andaman-&-nicobar-islands,2023,3,744301,pincodes,18,34636
andaman-&-nicobar-islands,2023,3,744205,pincodes,16,25131
andaman-&-nicobar-islands,2023,3,744302,pincodes,16,24369
andaman-&-nicobar-islands,2023,4,"south andaman",districts,1006,1504528
andaman-&-nicobar-islands,2023,4,"north and middle andaman",districts,95,156995
andaman-&-nicobar-islands,2023,4,nicobars,districts,44,96298
andaman-&-nicobar-islands,2023,4,744103,pincodes,268,415144
andaman-&-nicobar-islands,2023,4,744105,pincodes,214,372312
andaman-&-nicobar-islands,2023,4,744101,pincodes,181,241849
andaman-&-nicobar-islands,2023,4,744102,pincodes,121,161224
andaman-&-nicobar-islands,2023,4,744104,pincodes,64,80581
andaman-&-nicobar-islands,2023,4,744112,pincodes,50,50671
andaman-&-nicobar-islands,2023,4,744107,pincodes,42,71047
andaman-&-nicobar-islands,2023,4,744202,pincodes,36,60749
andaman-&-nicobar-islands,2023,4,744301,pincodes,24,52732
andaman-&-nicobar-islands,2023,4,744205,pincodes,23,38962
andaman-&-nicobar-islands,2024,1,"south andaman",districts,1190,1657627
andaman-&-nicobar-islands,2024,1,"north and middle andaman",districts,125,229226
andaman-&-nicobar-islands,2024,1,nicobars,districts,56,77703
andaman-&-nicobar-islands,2024,1,744103,pincodes,302,456306
andaman-&-nicobar-islands,2024,1,744105,pincodes,249,331342
andaman-&-nicobar-islands,2024,1,744101,pincodes,223,287339
andaman-&-nicobar-islands,2024,1,744102,pincodes,141,182213
andaman-&-nicobar-islands,2024,1,744202,pincodes,59,110482
andaman-&-nicobar-islands,2024,1,744104,pincodes,59,84757
andaman-&-nicobar-islands,2024,1,744112,pincodes,52,62867
andaman-&-nicobar-islands,2024,1,744107,pincodes,52,73449
andaman-&-nicobar-islands,2024,1,744207,pincodes,40,62007
andaman-&-nicobar-islands,2024,1,744205,pincodes,28,38204
andaman-&-nicobar-islands,2024,2,"south andaman",districts,974,1513489
andaman-&-nicobar-islands,2024,2,"north and middle andaman",districts,74,164686
andaman-&-nicobar-islands,2024,2,nicobars,districts,49,66519
andaman-&-nicobar-islands,2024,2,744103,pincodes,285,438830
andaman-&-nicobar-islands,2024,2,744105,pincodes,199,276393
andaman-&-nicobar-islands,2024,2,744101,pincodes,157,251503
andaman-&-nicobar-islands,2024,2,744102,pincodes,133,203605
andaman-&-nicobar-islands,2024,2,744112,pincodes,49,77583
andaman-&-nicobar-islands,2024,2,744104,pincodes,49,91213
andaman-&-nicobar-islands,2024,2,744107,pincodes,34,52311
andaman-&-nicobar-islands,2024,2,744202,pincodes,28,41210
andaman-&-nicobar-islands,2024,2,744211,pincodes,28,43685
andaman-&-nicobar-islands,2024,2,744302,pincodes,27,37685
andaman-&-nicobar-islands,2024,3,"south andaman",districts,1044,1530179
andaman-&-nicobar-islands,2024,3,"north and middle andaman",districts,95,151791
andaman-&-nicobar-islands,2024,3,nicobar,districts,51,68638
andaman-&-nicobar-islands,2024,3,nicobars,districts,1,2192
andaman-&-nicobar-islands,2024,3,744103,pincodes,359,554559
andaman-&-nicobar-islands,2024,3,744102,pincodes,196,248439
andaman-&-nicobar-islands,2024,3,744105,pincodes,151,221959
andaman-&-nicobar-islands,2024,3,744104,pincodes,95,128652
andaman-&-nicobar-islands,2024,3,744101,pincodes,92,145811
andaman-&-nicobar-islands,2024,3,744106,pincodes,54,84623
andaman-&-nicobar-islands,2024,3,744202,pincodes,45,67769
andaman-&-nicobar-islands,2024,3,744207,pincodes,25,27399
andaman-&-nicobar-islands,2024,3,744302,pincodes,24,28210
andaman-&-nicobar-islands,2024,3,744301,pincodes,20,28067
andaman-&-nicobar-islands,2024,4,"south andaman",districts,1085,1670015
andaman-&-nicobar-islands,2024,4,"north and middle andaman",districts,131,219770
andaman-&-nicobar-islands,2024,4,nicobar,districts,77,136595
andaman-&-nicobar-islands,2024,4,744103,pincodes,369,521509
andaman-&-nicobar-islands,2024,4,744102,pincodes,165,228528
andaman-&-nicobar-islands,2024,4,744105,pincodes,161,268432
andaman-&-nicobar-islands,2024,4,744104,pincodes,129,250205
andaman-&-nicobar-islands,2024,4,744101,pincodes,90,117544
andaman-&-nicobar-islands,2024,4,744202,pincodes,65,107445
andaman-&-nicobar-islands,2024,4,744106,pincodes,53,90277
andaman-&-nicobar-islands,2024,4,744301,pincodes,50,86256
andaman-&-nicobar-islands,2024,4,744107,pincodes,26,55695
andaman-&-nicobar-islands,2024,4,744204,pincodes,24,45960
andhra-pradesh,2020,2,visakhapatnam,districts,3504,614212
andhra-pradesh,2020,2,anantapur,districts,2739,485777
andhra-pradesh,2020,2,krishna,districts,2698,475539
andhra-pradesh,2020,2,chittoor,districts,2228,395099
andhra-pradesh,2020,2,ysr,districts,1978,343002
andhra-pradesh,2020,2,guntur,districts,1938,344326
andhra-pradesh,2020,2,"east godavari",districts,1913,352220
andhra-pradesh,2020,2,"west godavari",districts,1074,202289
andhra-pradesh,2020,2,"spsr nellore",districts,931,176423
andhra-pradesh,2020,2,vizianagaram,districts,893,166029
andhra-pradesh,2020,2,515001,pincodes,540,86088
andhra-pradesh,2020,2,515004,pincodes,437,71761
andhra-pradesh,2020,2,516360,pincodes,339,55455
andhra-pradesh,2020,2,516001,pincodes,322,50705
andhra-pradesh,2020,2,533005,pincodes,301,46454
andhra-pradesh,2020,2,517002,pincodes,279,43236
andhra-pradesh,2020,2,530016,pincodes,262,41153
andhra-pradesh,2020,2,517501,pincodes,259,43013
andhra-pradesh,2020,2,533103,pincodes,258,43311
andhra-pradesh,2020,2,515671,pincodes,250,43610
andhra-pradesh,2020,3,visakhapatnam,districts,7906,1892376
andhra-pradesh,2020,3,"spsr nellore",districts,5509,1259159
andhra-pradesh,2020,3,krishna,districts,4519,1093882
andhra-pradesh,2020,3,chittoor,districts,4422,1178762
andhra-pradesh,2020,3,guntur,districts,4230,1083584
andhra-pradesh,2020,3,"east godavari",districts,3783,970549
andhra-pradesh,2020,3,kurnool,districts,3493,841970
andhra-pradesh,2020,3,ysr,districts,3397,847519
andhra-pradesh,2020,3,vizianagaram,districts,2999,691281
andhra-pradesh,2020,3,anantapur,districts,2911,764850
andhra-pradesh,2020,3,535003,pincodes,968,195870
andhra-pradesh,2020,3,524004,pincodes,795,165322
andhra-pradesh,2020,3,517501,pincodes,777,172113
andhra-pradesh,2020,3,517507,pincodes,776,201732
andhra-pradesh,2020,3,516001,pincodes,746,161284
andhra-pradesh,2020,3,524002,pincodes,663,143659
andhra-pradesh,2020,3,530016,pincodes,661,156016
andhra-pradesh,2020,3,524003,pincodes,608,128862
andhra-pradesh,2020,3,520010,pincodes,542,116222
andhra-pradesh,2020,3,516360,pincodes,532,135236
andhra-pradesh,2020,4,visakhapatnam,districts,3464,2203761
andhra-pradesh,2020,4,guntur,districts,2570,1620649
andhra-pradesh,2020,4,krishna,districts,2311,1222782
andhra-pradesh,2020,4,"east godavari",districts,1965,1355741
andhra-pradesh,2020,4,chittoor,districts,1727,1168506
andhra-pradesh,2020,4,anantapur,districts,1534,794053
andhra-pradesh,2020,4,"west godavari",districts,1390,906282
andhra-pradesh,2020,4,"spsr nellore",districts,1348,810758
andhra-pradesh,2020,4,prakasam,districts,1190,572976
andhra-pradesh,2020,4,ysr,districts,1165,631876
andhra-pradesh,2020,4,515001,pincodes,292,120291
andhra-pradesh,2020,4,516001,pincodes,260,110284
andhra-pradesh,2020,4,517501,pincodes,234,139080
andhra-pradesh,2020,4,530016,pincodes,233,101891
andhra-pradesh,2020,4,517507,pincodes,228,123376
andhra-pradesh,2020,4,530026,pincodes,215,132499
andhra-pradesh,2020,4,524002,pincodes,211,99952
andhra-pradesh,2020,4,522004,pincodes,201,102846
andhra-pradesh,2020,4,522001,pincodes,196,110129
andhra-pradesh,2020,4,522003,pincodes,181,79955
andhra-pradesh,2021,1,visakhapatnam,districts,4006,2403199
andhra-pradesh,2021,1,krishna,districts,2722,1699716
andhra-pradesh,2021,1,guntur,districts,2412,1398326
andhra-pradesh,2021,1,"east godavari",districts,1937,1065604
andhra-pradesh,2021,1,chittoor,districts,1629,1058050
andhra-pradesh,2021,1,"west godavari",districts,1460,850251
andhra-pradesh,2021,1,"spsr nellore",districts,1323,714947
