state,year,quarter,entity_name,entity_type,transaction_count,transaction_amount
andaman-&-nicobar-islands,2023,4,744211,pincodes,208914,434254474
andaman-&-nicobar-islands,2023,4,744104,pincodes,180753,276651786
andaman-&-nicobar-islands,2023,4,744107,pincodes,150575,215238085
andaman-&-nicobar-islands,2023,4,744112,pincodes,121589,178498997
andaman-&-nicobar-islands,2023,4,744301,pincodes,92294,197278662
andaman-&-nicobar-islands,2023,4,744202,pincodes,91113,233493969
andaman-&-nicobar-islands,2024,1,"south andaman",districts,3751724,5952049462
andaman-&-nicobar-islands,2024,1,"north and middle andaman",districts,266400,601756070
andaman-&-nicobar-islands,2024,1,nicobars,districts,166796,305346303
andaman-&-nicobar-islands,2024,1,744103,pincodes,915265,1466185445
andaman-&-nicobar-islands,2024,1,744105,pincodes,788690,1238176536
andaman-&-nicobar-islands,2024,1,744101,pincodes,729163,1111938725
andaman-&-nicobar-islands,2024,1,744102,pincodes,410733,635568629
andaman-&-nicobar-islands,2024,1,744211,pincodes,242702,502855645
andaman-&-nicobar-islands,2024,1,744104,pincodes,198252,287097896
andaman-&-nicobar-islands,2024,1,744107,pincodes,175286,238542585
andaman-&-nicobar-islands,2024,1,744112,pincodes,136050,198931121
andaman-&-nicobar-islands,2024,1,744202,pincodes,110787,274596943
andaman-&-nicobar-islands,2024,1,744301,pincodes,96150,182352308
andaman-&-nicobar-islands,2024,2,"south andaman",districts,4153251,6285248054
andaman-&-nicobar-islands,2024,2,"north and middle andaman",districts,313301,676844858
andaman-&-nicobar-islands,2024,2,nicobars,districts,186672,333687418
andaman-&-nicobar-islands,2024,2,744103,pincodes,1017612,1578925731
andaman-&-nicobar-islands,2024,2,744105,pincodes,893820,1374445615
andaman-&-nicobar-islands,2024,2,744101,pincodes,811341,1158296326
andaman-&-nicobar-islands,2024,2,744102,pincodes,457481,690786139
andaman-&-nicobar-islands,2024,2,744211,pincodes,224583,411320695
andaman-&-nicobar-islands,2024,2,744107,pincodes,215143,279183707
andaman-&-nicobar-islands,2024,2,744104,pincodes,203691,288479778
andaman-&-nicobar-islands,2024,2,744112,pincodes,149015,212749987
andaman-&-nicobar-islands,2024,2,744202,pincodes,133606,309640750
andaman-&-nicobar-islands,2024,2,744301,pincodes,103555,192116394
andaman-&-nicobar-islands,2024,3,"south andaman",districts,4704639,6567147442
andaman-&-nicobar-islands,2024,3,"north and middle andaman",districts,364075,724234808
andaman-&-nicobar-islands,2024,3,nicobar,districts,210536,372462759
andaman-&-nicobar-islands,2024,3,744103,pincodes,1447958,2053970205
andaman-&-nicobar-islands,2024,3,744105,pincodes,693711,961929148
andaman-&-nicobar-islands,2024,3,744102,pincodes,687213,994056767
andaman-&-nicobar-islands,2024,3,744104,pincodes,617317,839095587
andaman-&-nicobar-islands,2024,3,744101,pincodes,397378,543823715
andaman-&-nicobar-islands,2024,3,744106,pincodes,209731,260739712
andaman-&-nicobar-islands,2024,3,744211,pincodes,197101,284906813
andaman-&-nicobar-islands,2024,3,744107,pincodes,179048,222331863
andaman-&-nicobar-islands,2024,3,744202,pincodes,155096,325950998
andaman-&-nicobar-islands,2024,3,744301,pincodes,117129,221810524
andaman-&-nicobar-islands,2024,4,"south andaman",districts,5419850,7760167334
andaman-&-nicobar-islands,2024,4,"north and middle andaman",districts,411230,759100984
andaman-&-nicobar-islands,2024,4,nicobar,districts,232820,401676455
andaman-&-nicobar-islands,2024,4,744103,pincodes,1624936,2327920210
andaman-&-nicobar-islands,2024,4,744105,pincodes,788313,1111527475
andaman-&-nicobar-islands,2024,4,744104,pincodes,750691,1054506007
andaman-&-nicobar-islands,2024,4,744102,pincodes,745988,1083724002
andaman-&-nicobar-islands,2024,4,744101,pincodes,444657,622167677
andaman-&-nicobar-islands,2024,4,744211,pincodes,316142,549541741
andaman-&-nicobar-islands,2024,4,744106,pincodes,247889,331449895
andaman-&-nicobar-islands,2024,4,744107,pincodes,195688,249976872
andaman-&-nicobar-islands,2024,4,744202,pincodes,177499,343623904
andaman-&-nicobar-islands,2024,4,744301,pincodes,130704,238936987
andhra-pradesh,2018,1,visakhapatnam,districts,1256469,1749966196.5049949
andhra-pradesh,2018,1,"east godavari",districts,943935,1235785515.5997267
andhra-pradesh,2018,1,krishna,districts,863935,1284255179.6156201
andhra-pradesh,2018,1,chittoor,districts,830324,1009621878.0870512
andhra-pradesh,2018,1,guntur,districts,815932,1108686589.0266826
andhra-pradesh,2018,1,kurnool,districts,679623,764905298.7350456
andhra-pradesh,2018,1,anantapur,districts,638664,788830646.0324218
andhra-pradesh,2018,1,"west godavari",districts,577090,853547668.7532666
andhra-pradesh,2018,1,prakasam,districts,534757,748990775.8676486
andhra-pradesh,2018,1,"spsr nellore",districts,531612,676643237.8069417
andhra-pradesh,2018,1,517501,pincodes,110496,163487278.84449506
andhra-pradesh,2018,1,520001,pincodes,96883,170605900.5466873
andhra-pradesh,2018,1,515001,pincodes,92754,133522310.75704184
andhra-pradesh,2018,1,517507,pincodes,88132,127450018.2101582
andhra-pradesh,2018,1,516001,pincodes,84644,131194265.5243713
andhra-pradesh,2018,1,518502,pincodes,82421,68040306.13881023
andhra-pradesh,2018,1,530016,pincodes,81891,140880970.0990568
andhra-pradesh,2018,1,520010,pincodes,69581,119009921.97401813
andhra-pradesh,2018,1,516360,pincodes,68340,101612118.88480642
andhra-pradesh,2018,1,518501,pincodes,68193,81006512.71677604
andhra-pradesh,2018,2,visakhapatnam,districts,1641192,2987853607.2939095
andhra-pradesh,2018,2,krishna,districts,1224987,2448141593.4919834
andhra-pradesh,2018,2,"east godavari",districts,1221677,2168914928.4239016
andhra-pradesh,2018,2,chittoor,districts,1185723,1990419125.8937118
andhra-pradesh,2018,2,guntur,districts,1088101,2108475811.785997
andhra-pradesh,2018,2,kurnool,districts,968439,1531888665.6843233
andhra-pradesh,2018,2,anantapur,districts,937023,1690366079.0557928
andhra-pradesh,2018,2,"west godavari",districts,786033,1688025212.3045943
andhra-pradesh,2018,2,"spsr nellore",districts,780454,1542057934.0108962
andhra-pradesh,2018,2,prakasam,districts,739991,1571167562.1276274
andhra-pradesh,2018,2,517501,pincodes,165506,305629373.15863353
andhra-pradesh,2018,2,518502,pincodes,140893,127814123.87394845
andhra-pradesh,2018,2,515001,pincodes,129798,285924993.6163615
andhra-pradesh,2018,2,517507,pincodes,127731,243405277.90481398
andhra-pradesh,2018,2,520001,pincodes,123176,271911611.0495833
andhra-pradesh,2018,2,516001,pincodes,114806,242175477.6115077
andhra-pradesh,2018,2,530016,pincodes,111874,235770318.03054443
andhra-pradesh,2018,2,520010,pincodes,100630,220730389.6490364
andhra-pradesh,2018,2,516360,pincodes,96619,197068813.60447282
andhra-pradesh,2018,2,518501,pincodes,93442,163942778.22947574
andhra-pradesh,2018,3,visakhapatnam,districts,3394576,4821892253.393524
andhra-pradesh,2018,3,"east godavari",districts,3226907,3551247095.3074465
andhra-pradesh,2018,3,kurnool,districts,2921189,2908389261.5397735
andhra-pradesh,2018,3,krishna,districts,2396934,3754202654.3844614
andhra-pradesh,2018,3,chittoor,districts,2297429,3283517630.720593
andhra-pradesh,2018,3,guntur,districts,1912529,3127764663.180438
andhra-pradesh,2018,3,anantapur,districts,1815215,2681787750.464165
andhra-pradesh,2018,3,ysr,districts,1557444,2235904512.2542048
andhra-pradesh,2018,3,"west godavari",districts,1431282,2309078492.805815
andhra-pradesh,2018,3,prakasam,districts,1319651,2346453445.4838424
andhra-pradesh,2018,3,518502,pincodes,1300146,709765829.9649723
andhra-pradesh,2018,3,533437,pincodes,421968,240766495.05853492
andhra-pradesh,2018,3,518501,pincodes,296154,291247918.8462258
andhra-pradesh,2018,3,517501,pincodes,295403,466133618.6014985
andhra-pradesh,2018,3,515001,pincodes,276595,438158383.2247275
andhra-pradesh,2018,3,530016,pincodes,234494,380410223.19526947
andhra-pradesh,2018,3,517507,pincodes,233347,386563858.6898683
andhra-pradesh,2018,3,516259,pincodes,220165,109844218.671292
andhra-pradesh,2018,3,520011,pincodes,213275,291805923.00111276
andhra-pradesh,2018,3,520001,pincodes,206435,371140000.30740225
andhra-pradesh,2018,4,visakhapatnam,districts,4791421,7366635864.849373
andhra-pradesh,2018,4,chittoor,districts,3166201,4979093890.223491
andhra-pradesh,2018,4,"east godavari",districts,3052762,4652624623.436675
andhra-pradesh,2018,4,krishna,districts,2839161,5416251838.130407
andhra-pradesh,2018,4,guntur,districts,2546620,4730251217.696959
andhra-pradesh,2018,4,kurnool,districts,2508530,3626544852.4069242
andhra-pradesh,2018,4,anantapur,districts,2286391,3975878156.329829
andhra-pradesh,2018,4,"spsr nellore",districts,1814997,3293448556.973445
andhra-pradesh,2018,4,ysr,districts,1732527,3252340063.2478595
andhra-pradesh,2018,4,prakasam,districts,1692862,3255254226.03728
andhra-pradesh,2018,4,518502,pincodes,441662,332201263.2829269
andhra-pradesh,2018,4,517501,pincodes,423357,714887920.0334857
andhra-pradesh,2018,4,530016,pincodes,367619,575982481.3389585
andhra-pradesh,2018,4,515001,pincodes,355695,651952970.9302757
andhra-pradesh,2018,4,517507,pincodes,318300,594747982.0458119
andhra-pradesh,2018,4,530003,pincodes,277131,356075793.85855436
andhra-pradesh,2018,4,516001,pincodes,269798,572252390.1920383
andhra-pradesh,2018,4,520010,pincodes,250261,492229977.1570112
andhra-pradesh,2018,4,530017,pincodes,248725,326891428.60271376
andhra-pradesh,2018,4,518501,pincodes,248520,357423401.5571966
andhra-pradesh,2019,1,visakhapatnam,districts,9690866,13459857440.552685
andhra-pradesh,2019,1,chittoor,districts,6486813,8223371732.233585
andhra-pradesh,2019,1,krishna,districts,5443981,9061346433.072681
andhra-pradesh,2019,1,"east godavari",districts,5440146,7382264724.59952
andhra-pradesh,2019,1,guntur,districts,4846553,7765934169.404485
andhra-pradesh,2019,1,kurnool,districts,4193432,5541564892.509682
andhra-pradesh,2019,1,anantapur,districts,3891336,6044730653.191345
andhra-pradesh,2019,1,"spsr nellore",districts,3333584,5161932216.216368
andhra-pradesh,2019,1,prakasam,districts,2931081,4807527779.215151
andhra-pradesh,2019,1,ysr,districts,2852197,4915811593.896078
andhra-pradesh,2019,1,530001,pincodes,950821,1529039457.6419592
andhra-pradesh,2019,1,517501,pincodes,922416,1244725311.4573965
andhra-pradesh,2019,1,520001,pincodes,814616,1462807205.627422
andhra-pradesh,2019,1,530016,pincodes,684611,960022481.5524917
andhra-pradesh,2019,1,517507,pincodes,671661,1009128524.8128469
andhra-pradesh,2019,1,515001,pincodes,609682,1009938283.8464416
andhra-pradesh,2019,1,518502,pincodes,545426,389782596.9665674
andhra-pradesh,2019,1,530003,pincodes,527667,590799502.8850918
andhra-pradesh,2019,1,530017,pincodes,472914,531596255.9349663
andhra-pradesh,2019,1,520010,pincodes,460133,774931063.0289192
andhra-pradesh,2019,2,visakhapatnam,districts,11705738,20797479804.029076
andhra-pradesh,2019,2,krishna,districts,6428472,13437029115.620754
andhra-pradesh,2019,2,chittoor,districts,5983308,10982727976.224325
andhra-pradesh,2019,2,guntur,districts,5005275,10405246943.481495
andhra-pradesh,2019,2,"east godavari",districts,4699261,9116404622.47651
andhra-pradesh,2019,2,kurnool,districts,3895824,7358285187.018034
andhra-pradesh,2019,2,anantapur,districts,3578836,7830782361.3776655
andhra-pradesh,2019,2,"spsr nellore",districts,3141891,6880873007.4820595
andhra-pradesh,2019,2,prakasam,districts,2670529,6262396448.455348
andhra-pradesh,2019,2,ysr,districts,2606284,6376856828.130632
andhra-pradesh,2019,2,530001,pincodes,2602865,5218795715.70141
andhra-pradesh,2019,2,520001,pincodes,1828617,3823390190.0922346
andhra-pradesh,2019,2,517501,pincodes,949187,1669949938.5076957
andhra-pradesh,2019,2,522001,pincodes,839909,1759418775.980979
andhra-pradesh,2019,2,530016,pincodes,793798,1257915825.5688605
andhra-pradesh,2019,2,517507,pincodes,760335,1412863012.2407691
andhra-pradesh,2019,2,515001,pincodes,567306,1282118916.2094193
andhra-pradesh,2019,2,530003,pincodes,520142,718170914.395836
andhra-pradesh,2019,2,520010,pincodes,490697,973983824.5472903
andhra-pradesh,2019,2,530017,pincodes,480905,650710126.3382195
andhra-pradesh,2019,3,visakhapatnam,districts,16694947,26944837120.046288
andhra-pradesh,2019,3,krishna,districts,8408474,16404073560.500784
andhra-pradesh,2019,3,chittoor,districts,8201783,13837455758.755266
andhra-pradesh,2019,3,guntur,districts,6942304,13075661264.188034
andhra-pradesh,2019,3,"east godavari",districts,6537303,11387726470.57774
andhra-pradesh,2019,3,kurnool,districts,5139134,9025632779.412457
andhra-pradesh,2019,3,anantapur,districts,4889720,9554081289.488277
andhra-pradesh,2019,3,"spsr nellore",districts,4150195,8256600118.735449
andhra-pradesh,2019,3,prakasam,districts,3430750,7354502261.150911
andhra-pradesh,2019,3,ysr,districts,3296586,7447544274.2117815
andhra-pradesh,2019,3,530001,pincodes,2944756,6693257653.901131
andhra-pradesh,2019,3,520001,pincodes,1905190,4414503365.699517
andhra-pradesh,2019,3,517501,pincodes,1434209,2203932856.2972074
andhra-pradesh,2019,3,530016,pincodes,1196020,1658162548.562835
andhra-pradesh,2019,3,517507,pincodes,1060513,1854927351.7366562
andhra-pradesh,2019,3,522001,pincodes,1003916,2216532548.7258
andhra-pradesh,2019,3,515001,pincodes,868052,1667826831.8650486
andhra-pradesh,2019,3,530003,pincodes,858005,970993081.1712441
andhra-pradesh,2019,3,530017,pincodes,799271,911939243.0618924
andhra-pradesh,2019,3,530026,pincodes,711726,1095056835.9858122
andhra-pradesh,2019,4,visakhapatnam,districts,23594874,39133296330.04462
andhra-pradesh,2019,4,krishna,districts,11719402,23039786404.046635
andhra-pradesh,2019,4,chittoor,districts,11246986,19298476027.875484
andhra-pradesh,2019,4,guntur,districts,9761330,18565626418.035915
andhra-pradesh,2019,4,"east godavari",districts,9285739,16816774065.301317
andhra-pradesh,2019,4,kurnool,districts,7001958,13233105728.54823
andhra-pradesh,2019,4,anantapur,districts,6764112,13887248889.064064
andhra-pradesh,2019,4,"spsr nellore",districts,5877804,11786014089.194025
andhra-pradesh,2019,4,prakasam,districts,4865473,10604077824.801035
andhra-pradesh,2019,4,ysr,districts,4793157,10865073855.730782
andhra-pradesh,2019,4,530001,pincodes,4185063,9160387223.4497
andhra-pradesh,2019,4,520001,pincodes,2544877,5933007156.535349
andhra-pradesh,2019,4,517501,pincodes,1920211,3073084029.9256625
andhra-pradesh,2019,4,530016,pincodes,1591033,2295184224.145106
andhra-pradesh,2019,4,530026,pincodes,1438154,2509394595.5414515
andhra-pradesh,2019,4,517507,pincodes,1406768,2478459132.7705936
andhra-pradesh,2019,4,522001,pincodes,1324202,2927313967.683236
andhra-pradesh,2019,4,515001,pincodes,1202983,2376869516.684207
andhra-pradesh,2019,4,530003,pincodes,1131832,1339103327.887921
andhra-pradesh,2019,4,530017,pincodes,1084796,1266927471.3317952
andhra-pradesh,2020,1,visakhapatnam,districts,27115031,48809747614.678894
andhra-pradesh,2020,1,chittoor,districts,13257740,23441848567.344193
andhra-pradesh,2020,1,krishna,districts,12175289,24481702770.714714
andhra-pradesh,2020,1,guntur,districts,11493331,22992734620.64621
andhra-pradesh,2020,1,"east godavari",districts,11346242,21854701379.428688
andhra-pradesh,2020,1,anantapur,districts,8466129,17864325752.82528
andhra-pradesh,2020,1,kurnool,districts,8246869,17022710311.813044
andhra-pradesh,2020,1,"spsr nellore",districts,7430247,15387829694.446861
andhra-pradesh,2020,1,prakasam,districts,6318396,14169104764.526735
andhra-pradesh,2020,1,ysr,districts,6031255,14059924636.819914
andhra-pradesh,2020,1,530026,pincodes,6695271,15258657486.862274
andhra-pradesh,2020,1,517501,pincodes,2196548,3731404465.729061
andhra-pradesh,2020,1,530016,pincodes,1661816,2593325339.0472875
andhra-pradesh,2020,1,517507,pincodes,1554974,2719620696.0325623
andhra-pradesh,2020,1,515001,pincodes,1346804,2696427930.6755033
andhra-pradesh,2020,1,530003,pincodes,1159480,1519955258.5314608
andhra-pradesh,2020,1,524002,pincodes,1125194,2653339803.95633
andhra-pradesh,2020,1,530017,pincodes,1104748,1412381495.9440272
andhra-pradesh,2020,1,520010,pincodes,1098395,2059547223.1742206
andhra-pradesh,2020,1,522001,pincodes,1058410,2575723775.0488396
andhra-pradesh,2020,2,visakhapatnam,districts,25300401,48293889917.41437
andhra-pradesh,2020,2,chittoor,districts,14848197,27361300300.01902
andhra-pradesh,2020,2,"east godavari",districts,13130334,26319906327.32029
andhra-pradesh,2020,2,krishna,districts,12313709,26964149095.36629
andhra-pradesh,2020,2,guntur,districts,12308707,27463593607.83911
andhra-pradesh,2020,2,anantapur,districts,10473739,22094006659.412506
andhra-pradesh,2020,2,kurnool,districts,9821381,22419372061.805172
andhra-pradesh,2020,2,"spsr nellore",districts,9454274,20665376460.772232
andhra-pradesh,2020,2,prakasam,districts,8844580,19846026726.90433
andhra-pradesh,2020,2,ysr,districts,8033609,19597207268.132023
andhra-pradesh,2020,2,530026,pincodes,4994637,12817902607.017586
andhra-pradesh,2020,2,517501,pincodes,1708935,3203679955.4885287
andhra-pradesh,2020,2,517507,pincodes,1575118,2854711069.441047
andhra-pradesh,2020,2,524002,pincodes,1553283,3993963025.6852684
andhra-pradesh,2020,2,530016,pincodes,1067022,1893629834.0393307
andhra-pradesh,2020,2,516001,pincodes,1066066,2616099329.3322473
andhra-pradesh,2020,2,515001,pincodes,1026587,2447755903.073549
andhra-pradesh,2020,2,518002,pincodes,979822,2015820866.3250332
andhra-pradesh,2020,2,522001,pincodes,963666,2678051229.473872
andhra-pradesh,2020,2,520002,pincodes,956641,2767045048.1995325
andhra-pradesh,2020,3,visakhapatnam,districts,34421299,67628440368.111465
andhra-pradesh,2020,3,chittoor,districts,20501863,42811566246.16463
andhra-pradesh,2020,3,krishna,districts,19110457,44788458672.084435
andhra-pradesh,2020,3,"east godavari",districts,17972431,39300043804.75851
andhra-pradesh,2020,3,guntur,districts,17601395,42531195809.75448
andhra-pradesh,2020,3,"spsr nellore",districts,16468209,39128324534.03021
andhra-pradesh,2020,3,anantapur,districts,14447683,34102037972.657852
andhra-pradesh,2020,3,kurnool,districts,13243292,32529351107.17173
andhra-pradesh,2020,3,prakasam,districts,12266310,31221704852.44969
andhra-pradesh,2020,3,ysr,districts,11934653,32037007334.12973
andhra-pradesh,2020,3,524002,pincodes,5194663,13718743729.17845
andhra-pradesh,2020,3,530026,pincodes,4159532,10383207817.795242
andhra-pradesh,2020,3,517501,pincodes,2735691,5544720473.076229
andhra-pradesh,2020,3,516001,pincodes,2534360,6637577271.358326
andhra-pradesh,2020,3,517507,pincodes,2306174,4594510974.325968
andhra-pradesh,2020,3,520002,pincodes,2238996,6543183825.055463
andhra-pradesh,2020,3,530016,pincodes,1921871,3560898943.243418
andhra-pradesh,2020,3,515001,pincodes,1669413,4116758527.095812
andhra-pradesh,2020,3,522001,pincodes,1625687,4701116488.838855
andhra-pradesh,2020,3,518002,pincodes,1514873,3352462441.2241564
andhra-pradesh,2020,4,visakhapatnam,districts,46551467,91879823025.40399
andhra-pradesh,2020,4,chittoor,districts,29590411,61505711149.79541
andhra-pradesh,2020,4,krishna,districts,27981050,64461504667.60722
andhra-pradesh,2020,4,guntur,districts,26136538,60641872021.25432
andhra-pradesh,2020,4,"east godavari",districts,25989490,58732615663.11841
andhra-pradesh,2020,4,anantapur,districts,20996384,49732610814.26222
andhra-pradesh,2020,4,"spsr nellore",districts,20934374,49115443663.37911
andhra-pradesh,2020,4,kurnool,districts,18737323,44718203115.22612
andhra-pradesh,2020,4,prakasam,districts,16176867,41852443493.515396
andhra-pradesh,2020,4,ysr,districts,15676878,42572974713.440254
andhra-pradesh,2020,4,524002,pincodes,5029692,12810644736.250324
andhra-pradesh,2020,4,530026,pincodes,4235146,9849636860.464972
andhra-pradesh,2020,4,517501,pincodes,4125544,7866883789.381668
andhra-pradesh,2020,4,517507,pincodes,3420778,6749696775.855953
andhra-pradesh,2020,4,516001,pincodes,3119905,8005247952.077286
andhra-pradesh,2020,4,530016,pincodes,2981818,5591062751.070802
andhra-pradesh,2020,4,515001,pincodes,2821800,6442101736.915546
andhra-pradesh,2020,4,518002,pincodes,2219953,4809927717.539759
andhra-pradesh,2020,4,520010,pincodes,2170458,4679865894.241622
andhra-pradesh,2020,4,530017,pincodes,2027751,3252434512.586547
andhra-pradesh,2021,1,visakhapatnam,districts,48248923,95308386037.84721
andhra-pradesh,2021,1,krishna,districts,29717175,69715406644.53484
andhra-pradesh,2021,1,chittoor,districts,29342609,60947491846.66088
andhra-pradesh,2021,1,guntur,districts,27445045,64207987853.108406
andhra-pradesh,2021,1,"east godavari",districts,26190701,60027984987.96951
andhra-pradesh,2021,1,"spsr nellore",districts,22541428,52210333201.53073
andhra-pradesh,2021,1,anantapur,districts,20102957,48353870395.01808
andhra-pradesh,2021,1,kurnool,districts,17918524,44941629659.56964
andhra-pradesh,2021,1,"west godavari",districts,16015685,42124030669.36127
andhra-pradesh,2021,1,ysr,districts,15374473,42570919448.50447
andhra-pradesh,2021,1,524002,pincodes,7269657,16698428355.239132
andhra-pradesh,2021,1,530026,pincodes,5875319,13567044097.312927
andhra-pradesh,2021,1,517501,pincodes,4354325,8224302893.470669
andhra-pradesh,2021,1,520002,pincodes,3591058,9183853695.408499
andhra-pradesh,2021,1,517507,pincodes,3378549,6593121540.981036
andhra-pradesh,2021,1,530016,pincodes,3144495,5679150412.005564
andhra-pradesh,2021,1,516001,pincodes,2941623,7434205012.068323
andhra-pradesh,2021,1,515001,pincodes,2815993,6225481722.602297
andhra-pradesh,2021,1,522001,pincodes,2584588,6753205746.899624
andhra-pradesh,2021,1,520010,pincodes,2291676,4716738889.930448
andhra-pradesh,2021,2,visakhapatnam,districts,54390299,114439012713.35336
andhra-pradesh,2021,2,krishna,districts,36370960,90021923049.96454
andhra-pradesh,2021,2,chittoor,districts,34344902,73654690122.43158
andhra-pradesh,2021,2,guntur,districts,32968819,82356914463.83287
andhra-pradesh,2021,2,"east godavari",districts,31717908,74604325863.66068
andhra-pradesh,2021,2,"spsr nellore",districts,30290406,72283071757.09679
andhra-pradesh,2021,2,anantapur,districts,25123346,60987487571.27992
andhra-pradesh,2021,2,kurnool,districts,21972396,56659287474.995804
andhra-pradesh,2021,2,"west godavari",districts,20950964,57233116236.18796
andhra-pradesh,2021,2,prakasam,districts,19944047,54535328043.04135
andhra-pradesh,2021,2,524002,pincodes,11023032,25519404146.52658
andhra-pradesh,2021,2,530026,pincodes,7850540,19042845773.20165
andhra-pradesh,2021,2,520002,pincodes,5441708,14948864290.86964
andhra-pradesh,2021,2,517501,pincodes,4614209,9215678010.439575
andhra-pradesh,2021,2,517507,pincodes,3834825,7940105016.380435
andhra-pradesh,2021,2,522001,pincodes,3427039,9832657321.439524
andhra-pradesh,2021,2,515001,pincodes,3052771,7213837063.020088
andhra-pradesh,2021,2,530016,pincodes,2892664,5705916880.595729
andhra-pradesh,2021,2,516001,pincodes,2613562,7256266063.657529
andhra-pradesh,2021,2,518002,pincodes,2553688,5906664130.524334
andhra-pradesh,2021,3,visakhapatnam,districts,69220981,136945652159.26517
andhra-pradesh,2021,3,krishna,districts,44828275,104417897558.58972
andhra-pradesh,2021,3,chittoor,districts,42628568,89371931753.04831
andhra-pradesh,2021,3,guntur,districts,41675093,96525353090.12305
